PayslipID,EmployeeNumber,EmployeeName,PayPeriodStart,PayPeriodEnd,GeneratedDate,GeneratedBy,GrossPay,NetPay,TotalDeductions,PayslipContent
PS-1772865121291-29,29,Carol Ramos,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Carol Ramos
Emp #: 29
Position: Account Rank and File
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772863860278-31,31,Delia Aguilar,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Delia Aguilar
Emp #: 31
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772863860210-1,1,Manuel III Garcia,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,23625.00,19027.50,4597.50,"=== PAYSLIP ===
Employee: Manuel III Garcia
Emp #: 1
Position: Chief Executive Officer
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱23,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱472.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱3,875.00
Total Deductions: ₱4,597.50

=== NET PAY ===
Net Pay: ₱19,027.50
"
PS-1772865121315-35,35,Juan Dela Cruz,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,6875.00,6237.50,637.50,"=== PAYSLIP ===
Employee: Juan Dela Cruz
Emp #: 35
Position: HR Assistant
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱6,875.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱137.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱250.00
Total Deductions: ₱637.50

=== NET PAY ===
Net Pay: ₱6,237.50
"
PS-1772865251899-4,4,Isabella Reyes,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,16125.00,13525.42,2599.58,"=== PAYSLIP ===
Employee: Isabella Reyes
Emp #: 4
Position: Chief Marketing Officer
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱16,125.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱322.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱2,027.08
Total Deductions: ₱2,599.58

=== NET PAY ===
Net Pay: ₱13,525.42
"
PS-1772865251956-22,22,Kolby Delos Santos,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Kolby Delos Santos
Emp #: 22
Position: Account Rank and File
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772864362754-18,18,Allison San Jose,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Allison San Jose
Emp #: 18
Position: Account Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772865121240-16,16,Christian Mata,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,11518.75,9932.54,1586.21,"=== PAYSLIP ===
Employee: Christian Mata
Emp #: 16
Position: Account Team Leader
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱11,518.75

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱230.38
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,105.83
Total Deductions: ₱1,586.21

=== NET PAY ===
Net Pay: ₱9,932.54
"
PS-1772865251976-27,27,Garfield Manalaysay,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6812.50,6185.63,626.88,"=== PAYSLIP ===
Employee: Garfield Manalaysay
Emp #: 27
Position: Account Rank and File
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,812.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱136.25
Pag-IBIG: ₱25.00
Withholding Tax: ₱240.63
Total Deductions: ₱626.88

=== NET PAY ===
Net Pay: ₱6,185.63
"
PS-1772864362799-34,34,Beatriz Santos,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: Beatriz Santos
Emp #: 34
Position: Customer Service and Relations
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772864208763-5,5,Eduard Hernandez,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: Eduard Hernandez
Emp #: 5
Position: IT Operations and Systems
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772865121201-6,6,Andrea Mae Villanueva,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: Andrea Mae Villanueva
Emp #: 6
Position: HR Manager
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772864208778-13,13,Martha Farala,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Martha Farala
Emp #: 13
Position: Payroll Rank and File
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772865251991-35,35,Juan Dela Cruz,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6875.00,6237.50,637.50,"=== PAYSLIP ===
Employee: Juan Dela Cruz
Emp #: 35
Position: HR Assistant
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,875.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱137.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱250.00
Total Deductions: ₱637.50

=== NET PAY ===
Net Pay: ₱6,237.50
"
PS-1772865251918-10,10,Roderick Alvaro,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: Roderick Alvaro
Emp #: 10
Position: Accounting Head
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772865121191-4,4,Isabella Reyes,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,16125.00,13525.42,2599.58,"=== PAYSLIP ===
Employee: Isabella Reyes
Emp #: 4
Position: Chief Marketing Officer
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱16,125.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱322.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱2,027.08
Total Deductions: ₱2,599.58

=== NET PAY ===
Net Pay: ₱13,525.42
"
PS-1772864362681-1,1,Manuel III Garcia,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,23625.00,19027.50,4597.50,"=== PAYSLIP ===
Employee: Manuel III Garcia
Emp #: 1
Position: Chief Executive Officer
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱23,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱472.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱3,875.00
Total Deductions: ₱4,597.50

=== NET PAY ===
Net Pay: ₱19,027.50
"
PS-1772864362735-13,13,Martha Farala,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Martha Farala
Emp #: 13
Position: Payroll Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772865121255-20,20,Mark Bautista,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,6437.50,5874.38,563.13,"=== PAYSLIP ===
Employee: Mark Bautista
Emp #: 20
Position: Account Rank and File
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱6,437.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱128.75
Pag-IBIG: ₱25.00
Withholding Tax: ₱184.38
Total Deductions: ₱563.13

=== NET PAY ===
Net Pay: ₱5,874.38
"
PS-1772863860221-3,3,Bianca Sofia Aquino,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,16125.00,13525.42,2599.58,"=== PAYSLIP ===
Employee: Bianca Sofia Aquino
Emp #: 3
Position: Chief Finance Officer
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱16,125.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱322.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱2,027.08
Total Deductions: ₱2,599.58

=== NET PAY ===
Net Pay: ₱13,525.42
"
PS-1772864208792-21,21,Darlene Lazaro,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,6437.50,5874.38,563.13,"=== PAYSLIP ===
Employee: Darlene Lazaro
Emp #: 21
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱6,437.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱128.75
Pag-IBIG: ₱25.00
Withholding Tax: ₱184.38
Total Deductions: ₱563.13

=== NET PAY ===
Net Pay: ₱5,874.38
"
PS-1772863641169-1,1,Manuel III Garcia,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,23625.00,19027.50,4597.50,"=== PAYSLIP ===
Employee: Manuel III Garcia
Emp #: 1
Position: Chief Executive Officer
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱23,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱472.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱3,875.00
Total Deductions: ₱4,597.50

=== NET PAY ===
Net Pay: ₱19,027.50
"
PS-1772865121224-12,12,Josie Lopez,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,10393.75,9055.04,1338.71,"=== PAYSLIP ===
Employee: Josie Lopez
Emp #: 12
Position: Payroll Team Leader
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱10,393.75

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱207.88
Pag-IBIG: ₱25.00
Withholding Tax: ₱880.83
Total Deductions: ₱1,338.71

=== NET PAY ===
Net Pay: ₱9,055.04
"
PS-1772863860246-15,15,Fredrick Romualdez,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,14250.00,12062.92,2187.08,"=== PAYSLIP ===
Employee: Fredrick Romualdez
Emp #: 15
Position: Account Manager
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱14,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱285.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,652.08
Total Deductions: ₱2,187.08

=== NET PAY ===
Net Pay: ₱12,062.92
"
PS-1772863860226-5,5,Eduard Hernandez,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: Eduard Hernandez
Emp #: 5
Position: IT Operations and Systems
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772863860258-21,21,Darlene Lazaro,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6437.50,5874.38,563.13,"=== PAYSLIP ===
Employee: Darlene Lazaro
Emp #: 21
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,437.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱128.75
Pag-IBIG: ₱25.00
Withholding Tax: ₱184.38
Total Deductions: ₱563.13

=== NET PAY ===
Net Pay: ₱5,874.38
"
PS-1772865251892-2,2,Antonio Lim,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,16125.00,13525.42,2599.58,"=== PAYSLIP ===
Employee: Antonio Lim
Emp #: 2
Position: Chief Operating Officer
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱16,125.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱322.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱2,027.08
Total Deductions: ₱2,599.58

=== NET PAY ===
Net Pay: ₱13,525.42
"
PS-1772865251950-20,20,Mark Bautista,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6437.50,5874.38,563.13,"=== PAYSLIP ===
Employee: Mark Bautista
Emp #: 20
Position: Account Rank and File
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,437.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱128.75
Pag-IBIG: ₱25.00
Withholding Tax: ₱184.38
Total Deductions: ₱563.13

=== NET PAY ===
Net Pay: ₱5,874.38
"
PS-1772864362783-28,28,Lizeth Villegas,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Lizeth Villegas
Emp #: 28
Position: Account Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772865251980-29,29,Carol Ramos,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Carol Ramos
Emp #: 29
Position: Account Rank and File
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772864362729-11,11,Anthony Salcedo,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,13581.25,11541.29,2039.96,"=== PAYSLIP ===
Employee: Anthony Salcedo
Emp #: 11
Position: Payroll Manager
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱13,581.25

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱271.63
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,518.33
Total Deductions: ₱2,039.96

=== NET PAY ===
Net Pay: ₱11,541.29
"
PS-1772865251926-12,12,Josie Lopez,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,10393.75,9055.04,1338.71,"=== PAYSLIP ===
Employee: Josie Lopez
Emp #: 12
Position: Payroll Team Leader
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱10,393.75

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱207.88
Pag-IBIG: ₱25.00
Withholding Tax: ₱880.83
Total Deductions: ₱1,338.71

=== NET PAY ===
Net Pay: ₱9,055.04
"
